ID;default payment next month;PAY_AMT6;PAY_AMT5;PAY_AMT4;PAY_AMT3;PAY_AMT2;PAY_AMT1;BILL_AMT6;BILL_AMT5;BILL_AMT4;BILL_AMT3;BILL_AMT2;BILL_AMT1;PAY_6;PAY_5;PAY_4;PAY_3;PAY_2;PAY_0;AGE;MARRIAGE;EDUCATION;SEX;LIMIT_BAL
16925;0;7026;9091;10011;11006;11422;10100;250870;247873;293969;288726;281848;277884;0;0;0;0;0;0;50;1;2;1;320000
16926;1;0;2332;1000;0;5637;0;29300;27571;27321;28066;23144;23819;2;2;3;2;2;1;52;3;3;1;30000
16927;0;1954;1690;1840;2390;3243;3451;45788;54440;60177;71616;76495;80926;0;0;0;0;0;0;50;2;3;1;90000
16928;0;3424;2160;2777;1000;139770;345;2160;2777;15631;139740;345;360;-2;0;0;-1;-2;-2;52;1;2;1;180000
16929;0;19216;12508;8471;3129;4038;2000;6315;8471;3122;10054;23882;47155;-1;-1;-1;0;0;0;50;2;1;1;50000
16930;0;1500;1000;1000;2000;3000;3762;28013;29425;56539;58170;56893;58682;0;0;0;0;0;0;52;1;2;1;60000
16931;0;1127;1887;1919;1900;2581;2000;49106;48927;48688;49115;48005;48353;0;0;0;0;0;0;53;2;2;1;50000
16932;0;390;390;390;390;390;390;390;390;390;390;390;390;-1;-1;-1;-1;-1;-1;55;1;3;1;50000
16933;1;0;0;0;0;0;0;2255;2255;2255;2255;2255;2255;7;7;7;2;2;3;53;1;3;1;20000
16934;0;1210;958;1000;1000;1088;0;0;3618;3878;8026;7251;9637;0;0;0;0;2;1;53;1;3;1;80000
16935;0;0;0;25;0;0;4063;-25;-25;-25;-25;4063;500;-2;-2;-2;-2;-2;-2;58;1;1;1;350000
16936;0;0;0;0;0;0;7000;0;0;0;0;153900;150603;-2;-2;-2;0;0;0;52;1;2;1;200000
16937;0;0;0;0;0;2500;0;0;0;0;2500;0;28595;-2;-2;-2;-2;-2;-2;50;1;2;1;360000
16938;1;0;0;0;2300;0;3000;19303;19616;20329;18482;19074;16357;3;4;2;2;2;2;59;2;3;1;20000
16939;0;2500;2000;2000;1600;1550;1514;36738;35311;33877;32827;31791;30789;0;0;0;0;0;0;55;1;3;1;90000
16940;0;6025;56032;6970;8683;9599;9661;152357;157159;201259;204503;236235;258397;0;0;0;0;0;0;66;2;3;1;370000
16941;1;5011;14;7509;5702;6005;6015;110003;119952;118482;118587;123211;134327;2;0;0;0;0;0;51;2;1;1;180000
16942;1;0;2000;1000;1300;1600;1596;20299;18755;18055;17347;16316;15281;0;0;0;0;0;2;59;3;3;1;20000
16943;1;1129;0;0;2073;3478;1707;26768;27344;28085;26749;23978;22957;2;3;2;0;0;2;57;1;1;1;30000
16944;0;25000;2000;1000;3000;3000;20000;1876;1341;29941;59388;58312;58432;-1;0;0;0;0;0;54;1;3;1;60000
16945;0;5000;3500;5000;5000;5000;5000;85015;96842;107722;118891;119507;120212;0;0;0;0;0;0;52;1;2;1;330000
16946;0;1901;2500;2600;3500;2965;5805;62865;70066;77766;84076;197993;204643;0;0;0;0;0;2;51;1;2;1;230000
16947;0;2308;1512;1281;1200;2003;1509;8833;17363;16282;16978;18494;18275;0;0;0;0;0;2;57;1;3;1;50000
16948;0;1320;0;780;1473;0;1030;0;780;1473;0;23546;29060;-1;-1;-1;0;0;0;56;1;5;1;30000
16949;0;390;390;833;1476;2030;1809;390;15915;15948;40502;40061;39298;-1;0;0;0;0;0;53;1;1;1;80000
16950;1;1000;1000;1000;1000;1000;2152;13369;12574;11772;11257;10726;8728;0;0;2;2;2;2;58;1;2;1;50000
16951;0;1000;305;294;1134;1281;2;8400;8227;8067;8446;8150;10171;0;0;0;0;2;1;50;1;2;1;10000
16952;0;5000;5000;4516;5000;5012;55000;128379;129293;131213;132615;134760;86229;0;0;0;0;0;0;56;1;5;1;170000
16953;1;390;390;390;390;390;390;390;390;390;390;390;390;-1;-1;-1;-1;-1;2;61;1;2;1;50000
16954;0;1000;0;0;1300;5000;2000;15709;16109;16668;15926;11442;9918;2;3;2;0;0;2;57;2;3;1;20000
16955;0;0;0;0;5060;1551;16573;0;0;12800;15586;16568;1956;-2;0;0;0;-1;-1;50;2;2;1;20000
16956;0;8700;4300;0;9800;5491;5400;114484;112063;115325;108770;106410;102648;0;2;0;0;0;0;50;1;3;1;190000
16957;0;3000;32236;0;0;8000;0;231339;202394;207226;212058;208784;213616;2;2;3;3;4;2;50;1;1;1;270000
16958;0;2750;1355;5200;15620;0;17646;1355;5200;15620;0;17646;2900;-2;-2;-2;-2;-2;-2;51;2;2;1;480000
16959;0;10000;7000;6000;6000;5362;6000;159477;154975;151488;147940;144908;145445;0;0;0;0;0;0;52;1;3;1;380000
16960;1;0;0;0;0;0;1400;0;0;0;0;11180;10823;-2;-2;-2;0;0;0;49;1;3;1;20000
16961;1;0;3800;0;2000;2000;2700;48441;45377;46424;45470;44489;42807;2;2;2;2;2;2;48;1;2;1;50000
16962;1;10125;10000;9700;10928;10842;9000;272706;267083;263163;258032;251246;247868;0;0;0;0;0;0;52;1;3;1;280000
16963;0;6000;5500;6000;6000;6000;6930;148276;145763;152373;151780;149707;146696;0;0;0;0;0;0;65;1;1;1;240000
16964;1;2400;2300;2400;2300;2700;2600;60819;59620;58792;58039;56839;55753;2;2;2;2;2;2;54;1;2;1;110000
16965;0;0;1300;2093;2242;2700;2500;40500;58133;71929;70387;68099;66012;0;0;0;0;0;0;53;1;1;1;200000
16966;0;1550;4584;1700;1700;1744;7465;4584;1700;1700;1744;7465;1862;-1;-1;-1;-1;-1;-1;56;1;1;1;140000
16967;0;1997;1568;1660;2129;2048;2001;53326;60089;63922;64075;66672;73223;0;0;0;0;0;0;53;1;1;1;260000
16968;0;11720;7380;0;0;6210;0;7380;2560;6210;7924;3186;4820;-1;0;2;2;2;-1;57;2;2;1;130000
16969;0;705;0;1699;1307;1973;1771;19690;20535;19533;39589;38387;37238;2;0;0;0;0;0;54;1;3;1;50000
16970;1;12918;1757;5151;5500;4285;601;1752;5125;5484;4247;601;390;-2;-2;-2;-2;-2;-2;55;2;1;1;300000
16971;1;1000;600;600;0;0;1600;28296;28476;56952;29472;30224;29391;0;0;2;3;3;3;54;1;3;1;30000
16972;0;1500;600;711;1757;1303;1558;15988;15791;17837;16383;15638;14628;0;0;0;0;0;-1;58;2;3;1;50000
16973;1;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;-2;67;1;1;1;450000
16974;0;3309;3024;5006;5018;3037;10000;27734;27134;29079;37589;35777;48947;0;0;0;0;0;0;27;2;2;2;170000
16975;1;1718;1707;1655;0;1685;2000;42988;42110;41140;42117;41387;40351;0;0;2;2;2;2;29;2;2;2;60000
16976;0;2000;1500;1095;1500;1600;1701;28436;30042;29391;30451;29640;30244;0;0;0;0;0;0;26;2;3;2;30000
16977;0;6504;3620;2290;6338;2228;2516;3620;2290;6338;2228;2516;3494;-1;-1;-1;-1;-1;-1;28;2;1;2;200000
16978;0;0;2900;0;2800;0;0;30952;28511;29281;27248;27977;28720;2;2;2;2;3;1;30;1;2;2;30000
16979;1;0;2995;0;0;1589;851;2994;-1;-1;1585;851;0;-1;-2;-1;-1;-1;1;30;1;1;2;100000
16980;0;1500;1500;1500;1700;1700;0;27803;30290;29478;29777;28852;29622;0;0;0;0;2;1;35;1;3;2;30000
16981;0;21607;4421;2125;1175;1777;1827;4421;2125;4466;10874;15768;66347;-1;-1;0;0;0;0;24;2;3;2;150000
16982;0;7444;3000;3000;5933;0;0;11572;8698;5933;0;0;100;0;0;-1;-2;-1;-1;25;2;1;2;210000
16983;0;1100;2000;27000;1025;736;1000;28142;27289;1025;736;736;788;0;0;-1;-1;-1;-1;28;2;1;2;300000
16984;0;1000;700;619;2800;1300;1400;17748;17326;16989;19468;18512;18108;0;0;0;0;0;0;22;2;3;2;50000
16985;0;5189;0;0;1510;8660;20000;-24;-24;10013;8660;20000;21730;-2;0;0;-1;-1;-1;33;1;2;2;360000
16986;0;6034;6014;6029;9014;10307;9000;193724;197644;207633;242446;236496;233441;0;0;0;0;0;0;28;2;1;2;240000
16987;1;2097;452;977;977;4052;2946;452;977;977;4052;2778;893;-2;-2;-2;-2;-2;-2;30;2;1;2;260000
16988;1;1826;1900;1676;2450;2510;2520;52800;51558;53294;54293;55222;55563;0;0;0;0;0;2;33;1;1;2;140000
16989;0;0;0;0;6;2500;1304;0;9699;9699;10084;7888;8278;0;0;2;0;0;0;21;2;1;2;10000
16990;0;385;19387;15311;1149;50622;1036;19387;15311;42132;50622;40458;46811;-1;-1;0;-1;0;0;22;2;3;2;50000
16991;0;2000;2000;0;1200;6194;5500;29585;29647;31857;32982;38075;37253;0;2;2;2;0;0;22;2;2;2;50000
16992;1;0;1206;0;3003;0;4626;14974;13996;41318;39441;40362;36665;2;2;2;2;2;2;22;2;2;2;50000
16993;1;5000;4000;5000;3900;1038;10007;84794;84792;82030;89623;91739;90289;0;0;0;2;0;0;23;2;1;2;140000
16994;0;5385;3395;5128;5101;4574;2000;13395;17128;12101;9574;7826;7486;0;0;0;0;0;0;27;2;2;2;20000
16995;1;500;352;339;1400;2144;2078;9671;9472;49706;49450;48384;48690;0;0;0;0;0;2;24;2;2;2;50000
16996;0;0;0;48;0;0;0;1270;14172;14124;14881;15410;15947;0;0;2;3;4;4;23;2;3;2;30000
16997;0;25775;528;150;0;880;0;528;150;0;880;0;8585;-1;-1;-1;-1;0;0;22;2;2;2;50000
16998;0;72392;148;544;8526;22271;4739;148;544;8130;7569;3464;-169;-2;-2;-2;-2;-2;-2;23;2;2;2;130000
16999;0;390;540;390;390;390;390;540;390;390;390;390;390;-1;-1;-1;-1;-1;-1;23;2;1;2;80000
17000;0;0;0;502;10000;2511;2019;0;25091;27339;23485;25278;28028;0;0;0;0;0;0;21;2;2;2;30000
17001;0;3501;919;3001;1501;1501;2001;26226;29596;27324;26666;25971;24775;0;0;0;0;0;0;22;2;2;2;50000
17002;1;0;0;0;0;0;2000;0;0;0;0;396;3843;-2;-2;-2;-1;-1;1;22;2;2;2;20000
17003;0;1673;1334;1029;3315;2068;4341;28667;29675;35001;52452;65244;68663;0;0;0;0;0;0;22;2;3;2;90000
17004;0;1000;533;559;1404;3000;1800;26630;27947;28983;30582;29819;29362;0;0;0;0;0;0;22;2;1;2;30000
17005;0;921;0;648;0;4042;0;18207;20108;21520;22219;18487;19091;2;2;3;2;2;2;22;2;2;2;50000
17006;0;0;200;550;200;200;600;550;550;200;200;200;-200;2;-1;-1;-1;-1;1;24;2;1;2;150000
17007;1;0;1500;0;2187;4500;1500;18223;16996;17576;15967;12006;10994;2;2;0;0;0;0;24;1;3;2;20000
17008;1;1175;1200;6000;1710;28883;410;28142;27503;24291;28883;410;30900;0;0;0;-1;-1;0;24;2;1;2;30000
17009;0;0;2100;4300;0;2200;2100;51118;51045;47867;51450;50388;49397;2;2;2;2;2;2;24;2;2;2;50000
17010;0;10086;88097;10140;85450;10134;26876;166173;121092;191514;137701;156309;153655;0;0;0;0;0;0;30;2;1;2;400000
17011;0;654;663;1000;1600;1600;1600;18302;18239;18141;17451;16740;16027;0;0;0;0;0;0;23;2;2;2;20000
17012;0;72697;2905;2387;2041;2407;4;2900;63080;61520;63061;70543;72306;-1;0;0;0;2;1;23;2;2;2;70000
17013;0;6000;150;0;950;1145;14000;6315;6165;6165;10130;13914;6916;0;0;0;0;-1;-1;23;2;1;2;20000
17014;0;0;1000;384;1400;1889;1470;25602;17650;22721;26249;26590;27013;0;0;0;0;0;0;23;2;1;2;30000
17015;0;1500;0;3700;2000;2000;2000;27801;28391;25437;24148;22517;28138;2;0;0;0;0;0;23;2;2;2;30000
17016;1;2000;1800;1800;1800;1800;1800;48282;47230;46574;46209;49259;48597;0;0;0;0;2;2;24;2;1;2;80000
17017;0;2000;2000;1567;1844;3000;4000;45889;44578;58055;59692;71124;78862;0;0;0;0;0;0;24;2;1;2;80000
17018;1;1400;1400;0;1300;3800;1600;36724;36519;38026;37644;34413;33370;0;2;2;0;0;0;24;2;2;2;40000
17019;0;1700;2000;2000;2500;2079;2100;45849;48212;47241;47208;46185;44830;0;0;0;0;0;0;23;2;2;2;70000
17020;1;3535;167;4;1000;0;2523;8343;9680;9676;8908;9199;6967;0;0;0;2;0;0;22;2;1;2;10000
17021;1;2100;3190;0;7050;2130;2850;55468;60435;62309;57781;59358;61434;0;2;0;0;0;2;24;1;2;2;60000
17022;0;1000;2000;215;1100;1103;0;7492;5979;6238;5241;4215;4434;0;0;0;0;2;1;22;2;1;2;50000
17023;0;2009;40002;1000;2000;2000;2000;49872;10619;11737;10303;8449;6805;0;0;0;0;0;0;23;2;2;2;80000
17024;1;600;500;600;1600;1500;1500;11487;11320;11203;10077;8878;7668;0;0;0;0;0;0;23;2;1;2;70000
17025;0;623;1405;0;1000;187;1275;1405;0;1187;187;6698;8922;-1;0;0;-1;0;0;22;2;3;2;30000
17026;1;1000;1500;2000;2000;0;4000;15284;17869;23339;25406;27873;27201;0;0;0;2;2;2;22;2;2;2;30000
17027;1;822;698;830;1301;1613;1300;18902;19433;18904;18606;18545;18825;0;0;0;0;0;0;25;2;2;2;20000
17028;1;0;0;0;780;390;0;0;0;780;390;0;390;-2;-1;-1;-1;-1;-1;25;2;1;2;50000
17029;0;1411;1500;959;1439;2000;1741;29055;28345;28215;27835;27412;26953;0;0;0;0;0;0;29;2;2;2;30000
17030;0;1193;1085;1043;1468;1801;1905;30261;29635;41083;49903;50607;50649;0;0;0;0;0;0;24;2;2;2;50000
17031;0;1492;1191;1302;0;3509;0;32805;32284;37395;44069;41632;42611;0;0;2;2;2;1;22;2;1;2;50000
17032;1;1600;1900;3850;0;2100;2000;46720;45701;42877;43878;42755;41740;2;2;2;2;2;2;23;2;3;2;50000
17033;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;1;23;2;1;2;50000
17034;1;0;0;0;0;0;0;2400;2400;2400;2400;2400;2400;7;7;7;2;2;3;23;2;1;2;10000
17035;1;1000;829;692;1140;1159;1142;9829;9692;9533;8939;7922;6902;0;0;0;0;0;0;24;1;2;2;10000
17036;0;3000;5000;36986;1867;1352;1362;40053;36986;1867;1352;1362;1183;0;-1;-1;-1;-1;-1;24;2;2;2;110000
17037;0;5000;1355;1294;1580;3000;1887;37150;36683;36285;36823;35806;34814;0;0;0;0;0;0;24;2;2;2;140000
17038;0;15735;0;961;14784;5831;1000;311;961;14784;5831;15114;19000;2;-1;-1;-1;0;0;24;2;1;2;20000
17039;0;2500;3000;2000;1800;2000;3000;30333;27916;28708;28784;27549;25288;0;0;0;0;0;0;24;2;1;2;30000
17040;1;679;0;7300;3800;3800;4400;100960;102803;97983;96674;95285;93330;3;2;2;2;2;2;24;2;2;2;100000
17041;0;0;5364;3664;3021;0;1661;5364;3664;2992;-29;1661;1150;-1;-1;-1;-1;-1;2;24;2;1;2;20000
17042;0;11747;7000;2104;26703;1200;1615;18840;26104;28126;23130;24995;26023;0;0;0;0;0;0;25;2;2;2;190000
17043;0;0;0;2962;7490;7000;5673;0;2962;7490;14290;25673;26158;-1;-1;-1;0;0;0;24;2;2;2;300000
17044;1;0;3906;1;1701;2100;2100;50755;48003;49470;48868;47830;46800;2;2;2;2;2;2;26;1;2;2;50000
17045;0;1118;997;946;1453;1613;2173;30353;30096;30255;30546;30403;30467;0;0;0;2;0;0;26;2;3;2;30000
17046;1;1000;1000;1000;18589;724;0;19531;18985;18589;724;0;4541;0;0;-1;-1;-1;-1;25;2;1;2;20000
17047;1;0;2000;1200;5667;2186;61058;1733;5575;59679;58058;59808;3075;-1;0;0;0;-1;0;25;2;2;2;60000
17048;0;1180;28000;1100;3000;2000;3839;29275;8706;28421;56925;69876;67574;0;0;0;0;0;0;25;1;2;2;70000
17049;1;1409;1200;0;2900;0;0;32221;31602;35284;33041;33866;34708;0;2;2;2;3;2;24;1;2;2;60000
17050;1;1600;1600;2000;0;3600;2000;38782;37945;36558;37460;34733;33598;0;0;2;0;0;2;25;1;2;2;60000
17051;1;5000;0;1200;3005;5600;0;25762;29284;30470;28267;24544;31331;2;0;0;0;2;2;22;2;2;2;30000
17052;1;3700;94562;0;0;1000;1300;93737;0;0;3325;9015;68371;-1;-2;0;0;0;2;24;1;2;2;100000
17053;1;3000;2600;3000;2500;2615;2527;70828;71006;70823;70850;71056;70963;0;0;0;0;0;2;25;2;3;2;70000
17054;1;10800;14500;9386;11200;2000;2608;8430;19320;13524;7992;20305;38391;-1;0;0;0;0;0;22;2;2;2;20000
17055;0;1000;52;710;1200;0;3700;2582;35514;35004;34656;41362;38340;0;0;0;2;0;0;22;2;2;2;50000
17056;0;3600;1900;1900;1900;3900;900;46214;45189;44316;43434;40189;40247;2;2;2;2;2;2;22;1;3;2;50000
17057;0;1000;2002;1002;1553;2002;3002;17882;17431;17723;17213;16534;14533;0;0;0;0;0;0;22;1;2;2;30000
17058;1;666;400;524;1147;1687;0;11711;11609;29507;29047;29008;29793;0;0;0;0;2;2;22;2;3;2;30000
17059;1;1059;1030;1001;1447;1472;1432;28655;28399;28177;27534;26494;25490;0;0;0;0;0;0;22;2;2;2;30000
17060;1;1456;1567;1551;2429;2929;2717;39523;40512;60864;60195;60020;58900;0;0;0;0;0;2;23;2;2;2;60000
17061;1;1100;1000;20500;831;1000;1500;19733;20088;831;5491;19974;19667;0;-1;-1;0;0;0;22;1;2;2;20000
17062;0;1047;1031;996;2204;2027;2190;28411;27828;40226;47995;49348;50653;0;0;0;0;0;2;23;2;3;2;50000
17063;0;1000;1000;1000;2000;1500;2000;21963;23593;26521;25728;27383;28049;0;0;0;0;0;0;24;2;1;2;30000
17064;1;1000;1001;16;1730;3016;1508;13960;18770;29274;29659;30062;29047;0;2;2;0;0;0;23;2;1;2;30000
17065;0;608;1000;600;1240;1300;500;16257;15704;17791;17695;19079;19200;0;0;0;0;2;1;24;2;1;2;70000
17066;0;7013;33000;86950;8942;17023;10000;80970;79853;89009;102252;99413;101614;0;-1;0;0;0;0;24;2;2;2;100000
17067;0;500;1000;1002;10070;2000;1439;1518;1002;17716;7911;8249;7094;0;-1;0;0;0;0;24;2;2;2;100000
17068;0;5211;5211;5211;4140;6282;5211;5211;5211;4140;6282;5211;5211;-1;-1;-1;-1;-1;-1;25;2;2;2;250000
17069;0;5000;5000;5000;3000;3000;4000;87287;83635;80974;79306;78165;127125;0;0;0;0;0;0;25;1;2;2;130000
17070;1;1100;790;1799;3064;2300;3006;18324;17807;44293;47361;48026;49052;0;0;0;0;0;2;25;2;1;2;50000
17071;0;3000;17500;10302;2500;19888;10000;26366;76113;135715;148597;132251;124353;2;2;2;0;0;0;26;2;2;2;250000
17072;1;500;351;400;1155;1461;1924;9828;9626;10122;43348;50913;50604;0;0;0;0;0;0;26;1;2;2;50000
17073;0;2000;5000;4000;3000;5000;5000;41817;39581;36973;41535;41186;38487;0;0;0;0;0;0;25;2;1;2;50000
17074;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;-2;24;2;2;2;230000
17075;0;5000;13000;40450;6000;0;24720;66747;129960;132731;190716;195581;175435;0;0;0;2;0;0;25;2;2;2;200000
17076;0;951;1078;1200;1500;1500;1600;26129;27562;29788;32616;36912;46968;0;0;0;0;0;0;23;2;2;2;50000
17077;1;7000;0;3400;3300;4000;4200;89046;90614;89576;88624;86918;85016;2;2;2;2;2;3;24;2;2;2;100000
17078;0;5000;4000;8000;0;6000;11000;113204;111130;106420;109646;106817;99012;2;2;2;2;0;0;24;2;2;2;140000
17079;0;1340;638;758;1275;1262;1543;34262;17067;16584;15571;14852;13542;0;0;0;0;0;0;24;2;2;2;20000
17080;0;2000;2000;2000;3000;3900;4000;47394;69750;84861;88597;86380;87987;0;0;0;0;0;0;25;2;2;2;100000
17081;0;2000;3000;2000;3000;3000;1144;17133;14655;13149;10996;9685;9030;0;0;0;0;0;0;25;2;2;2;240000
17082;0;624;6000;460;1121;1376;2000;18475;14253;17198;19638;20195;18519;0;0;0;0;0;0;25;2;2;2;20000
17083;0;49436;5000;3029;8034;5040;2000;20154;31898;38008;40002;44719;45342;0;0;0;0;0;0;25;2;1;2;50000
17084;0;2400;0;1100;2900;0;3200;29209;29824;29505;27059;27790;25008;2;2;2;2;0;0;25;2;1;2;50000
17085;0;2000;3000;20000;3000;2000;2500;56902;58737;39902;38116;37194;36081;0;0;0;0;0;0;25;2;2;2;60000
17086;1;600;500;0;1800;0;2450;9704;9736;10277;8637;8925;6759;0;2;2;2;0;0;22;2;2;2;10000
17087;0;2000;0;2500;0;206;4518;29594;30363;28632;29399;29944;26185;3;2;3;4;4;1;23;2;1;2;30000
17088;1;2300;0;0;6380;0;3383;27451;28038;28790;23130;23793;21077;2;3;2;2;0;0;23;2;1;2;30000
17089;0;900;0;3700;1500;2000;1500;18768;19217;15803;14555;12772;13233;2;0;0;0;0;0;23;2;1;2;60000
17090;0;2000;2500;2500;5000;3500;3000;53113;51435;67946;79882;79989;78894;0;0;0;0;2;1;25;2;2;2;80000
17091;0;10700;5000;5000;5000;4200;4100;123904;120854;117823;114734;112348;111587;0;0;0;0;0;0;25;2;2;2;130000
17092;0;2000;2000;0;1000;0;4000;17261;18281;18676;20563;21220;17835;0;2;2;3;2;1;25;2;2;2;30000
17093;1;2072;2062;2002;2078;2190;2659;57668;57068;59619;58647;58134;57097;0;0;0;0;0;0;23;2;2;2;60000
17094;0;0;0;2000;1960;3455;3000;80000;80000;78400;78366;76137;74377;0;0;0;0;0;0;24;1;2;2;80000
17095;0;2000;1500;1183;1535;2000;2300;34197;42541;42693;55284;63494;78737;0;0;0;0;0;0;24;2;2;2;230000
17096;0;2000;3443;2000;2200;2700;2600;48879;47538;71222;71532;71702;72120;0;0;0;0;0;0;25;2;1;2;80000
17097;0;2413;2181;2201;2190;3000;2900;59482;64209;62958;65248;63903;70888;0;0;0;0;0;0;24;2;1;2;70000
17098;0;2000;25000;1000;1200;3200;7200;27036;18101;23243;52682;270596;142714;0;0;0;0;0;0;25;1;2;2;220000
17099;0;2000;2000;2000;4000;5016;5003;19968;20246;32665;36549;43924;44894;0;0;0;0;0;0;25;2;2;2;50000
17100;0;1000;742;866;1302;1362;1609;21484;21193;20629;19689;29287;45685;0;0;0;0;0;0;24;2;2;2;210000
17101;1;44399;150;0;0;0;0;150;150;150;150;150;150;-1;2;2;2;2;3;24;2;2;2;60000
17102;1;1281;1051;1100;1449;1831;0;29524;28915;30524;29906;28534;29304;0;0;0;0;2;1;25;1;2;2;30000
17103;0;2000;2000;0;3520;2001;3000;40731;39908;43024;40205;39981;43627;0;2;0;0;0;0;24;2;2;2;50000
17104;0;0;2100;1100;1400;0;3500;29237;27693;26992;26372;27087;23996;0;0;0;2;0;0;24;1;2;2;50000
17105;0;4000;2000;3500;2000;2000;3700;42122;40902;40291;39229;38151;37329;0;0;0;0;0;0;26;2;1;2;80000
17106;1;2000;5000;3000;2300;2600;2200;26675;22544;57826;57251;58556;60340;0;0;0;0;0;0;25;1;3;2;60000
17107;1;0;600;556;1160;1341;1270;10400;16236;17499;17195;16397;15389;0;0;0;0;0;0;25;2;2;2;20000
17108;0;0;0;0;1650;2027;2073;0;0;49662;49039;48085;47095;-2;0;0;0;0;0;26;1;3;2;50000
17109;0;6000;3000;5000;4000;3000;10000;11144;20032;17022;14856;23873;23820;0;0;0;0;0;0;27;2;1;2;260000
17110;1;3000;903;863;1500;27107;0;24919;24399;23922;25607;-1020;414;0;0;0;-1;-1;-1;27;2;2;2;170000
17111;0;0;1800;671;1303;1292;1265;20157;18661;18293;17282;16255;15248;0;0;0;0;0;0;27;2;2;2;20000
17112;0;0;0;0;1000;1500;0;0;0;20000;19327;19210;20224;-2;0;0;0;2;1;26;1;2;2;20000
17113;0;0;0;0;0;3000;130000;0;0;0;130000;131860;2783;-2;-2;0;0;0;0;26;1;2;2;130000
17114;0;1103;1069;1281;2811;3098;2533;29887;41679;68655;71230;70639;70940;0;0;0;0;0;0;25;1;2;2;70000
17115;0;0;500;2189;420;736;1052;1482;2189;420;736;1052;594;-1;-1;-1;-1;-1;-1;26;2;1;2;120000
17116;0;480;330;330;330;330;18480;330;330;330;330;18480;10401;-1;-1;-1;-1;-1;0;26;2;1;2;210000
17117;0;0;8000;3000;3000;2206;2003;47912;42422;40802;42725;41522;40491;0;0;0;0;0;0;27;1;2;2;50000
17118;0;800;1408;1000;1500;1682;2000;12681;11467;18030;28561;27726;26951;0;0;0;0;0;0;27;2;1;2;30000
17119;0;70181;152;2000;1101;3709;5000;7582;44425;55070;95250;121059;140947;0;0;0;0;0;0;27;2;2;2;150000
17120;0;4000;4000;4000;4000;4000;9000;125910;122914;119929;116918;113850;105786;0;0;0;0;0;0;27;2;3;2;300000
17121;0;1173;1170;699;0;0;0;1170;699;0;0;0;0;-1;-1;-2;-2;-2;1;27;2;2;2;150000
17122;1;1600;1600;1600;1400;1600;1800;29903;29048;28203;27536;26648;25557;3;4;2;2;2;2;27;1;2;2;30000
17123;0;1100;2000;3010;2000;1715;1600;29921;29708;28864;32904;48356;48492;0;0;0;0;0;0;27;2;2;2;50000
17124;0;3100;3200;2900;3100;3300;3500;81348;79434;80030;81619;80224;78025;0;0;0;0;0;0;26;2;1;2;80000
17125;0;4774;1344;847;4995;10759;20587;1342;847;4898;10424;20577;13465;-2;-2;-2;-2;0;0;26;1;2;2;80000
17126;0;1419;1416;40367;2306;0;0;39178;38746;1901;-25;-25;-25;0;-1;-1;-2;-2;1;26;2;2;2;60000
17127;0;0;0;0;363;0;0;0;0;360;-3;-3;-3;-2;-2;-2;-2;-2;-2;27;1;1;2;200000
17128;0;5400;6000;5200;6000;10000;7001;163152;159123;156230;156784;150703;147646;0;0;0;0;0;0;31;2;2;2;280000
17129;0;400;1000;345;7;3600;2118;9936;10082;48977;51415;48933;47608;0;0;2;0;0;0;24;2;2;2;50000
17130;1;0;1200;1100;4300;0;2000;27685;27064;26700;23124;23787;22453;2;2;2;2;2;2;24;2;2;2;80000
17131;0;0;0;0;0;2010;2000;0;0;0;12594;16290;33243;-2;-2;0;0;0;0;23;2;2;2;50000
17132;0;0;400;405;1400;1805;1600;19198;19298;19293;19162;18556;18916;0;0;0;0;0;0;24;2;1;2;20000
17133;1;2516;1006;1091;2012;1;9425;23686;25971;28468;43576;46375;39813;0;0;0;2;0;0;24;2;1;2;80000
17134;1;0;0;22;1200;1696;0;0;14017;17396;16892;15450;16004;0;0;0;0;2;3;27;1;3;2;20000
17135;0;4500;4000;4500;5361;5540;5300;105341;108545;107325;107420;105080;106202;0;0;0;0;0;0;28;2;2;2;110000
17136;0;0;150;144;0;0;0;6;-144;-144;-144;-288;31392;-2;-2;-2;-2;0;0;28;2;1;2;50000
17137;1;5000;25000;3600;5000;4500;4200;121027;97706;96604;94067;91948;90141;0;0;0;0;0;0;24;2;3;2;130000
17138;1;0;558;500;0;2500;1200;5777;5304;5040;5270;2835;1828;0;0;2;0;0;-1;25;2;1;2;20000
17139;1;60549;1698;964;1300;1200;668;-286;550;1298;1017;668;836;-1;-1;-1;-1;-1;2;25;2;2;2;130000
17140;1;3900;1700;0;1700;2500;3500;46484;45516;46566;45916;44434;41641;0;2;2;2;0;0;25;2;3;2;50000
17141;1;1500;1600;1500;1400;1900;1900;37671;36808;36200;35683;34636;33586;2;2;2;2;2;2;25;2;2;2;50000
17142;0;2151;1941;4230;4646;6037;6074;57989;132746;164667;183828;185945;187600;0;0;0;0;0;0;26;2;2;2;130000
17143;1;0;3000;0;0;6000;2820;39965;37721;38640;39559;34454;32183;2;3;4;2;0;0;26;1;2;2;80000
17144;0;4080;1000;5075;4106;7064;68000;5148;18744;54105;72938;67982;1736;0;0;0;0;-1;-1;28;1;2;2;230000
